head,relation,tail,label
DB01248,CELL_DRUG,NB7,1
DB01248,CELL_DRUG,NB13,1
DB01248,CELL_DRUG,NB14,1
DB01248,CELL_DRUG,NB1,1
DB01248,CELL_DRUG,RH-1,1
DB01248,CELL_DRUG,Jurkat,1
DB01248,CELL_DRUG,LS-180,1
DB01248,CELL_DRUG,BICR22,1
DB01248,CELL_DRUG,BICR78,1
DB01248,CELL_DRUG,CCK-81,1
DB01248,CELL_DRUG,CL-40,1
DB01248,CELL_DRUG,EN,1
DB01248,CELL_DRUG,ES-2,1
DB01248,CELL_DRUG,NCI-H2731,1
DB01248,CELL_DRUG,NCI-H3118,1
DB01248,CELL_DRUG,HARA,1
DB01248,CELL_DRUG,HCC-15,1
DB01248,CELL_DRUG,HCC-44,1
DB01248,CELL_DRUG,HCC-827,1
DB01248,CELL_DRUG,Hs-633T,1
DB01248,CELL_DRUG,Hs-746T,1
DB01248,CELL_DRUG,IGR-37,1
DB01248,CELL_DRUG,IHH-4,1
DB01248,CELL_DRUG,IM-95,1
DB01248,CELL_DRUG,JHH-4,1
DB01248,CELL_DRUG,JHH-6,1
DB01248,CELL_DRUG,JHH-7,1
DB01248,CELL_DRUG,JHU-022,1
DB01248,CELL_DRUG,KYM-1,1
DB01248,CELL_DRUG,KYSE-220,1
DB01248,CELL_DRUG,LN-18,1
DB01248,CELL_DRUG,LN-229,1
DB01248,CELL_DRUG,LNZTA3WT4,1
DB01248,CELL_DRUG,MDST8,1
DB01248,CELL_DRUG,MFE-319,1
DB01248,CELL_DRUG,MS751,1
DB01248,CELL_DRUG,NB(TU)1-10,1
DB01248,CELL_DRUG,NCI-H1869,1
DB01248,CELL_DRUG,NCI-H1944,1
DB01248,CELL_DRUG,NCI-H2023,1
DB01248,CELL_DRUG,NCI-H211,1
DB01248,CELL_DRUG,NCI-H3122,1
DB01248,CELL_DRUG,NCI-H841,1
DB01248,CELL_DRUG,NCI-H847,1
DB01248,CELL_DRUG,OSC-20,1
DB01248,CELL_DRUG,OVISE,1
DB01248,CELL_DRUG,OVMIU,1
DB01248,CELL_DRUG,PA-TU-8988T,1
DB01248,CELL_DRUG,PC-3_[JPC-3],1
DB01248,CELL_DRUG,PL18,1
DB01248,CELL_DRUG,RERF-GC-1B,1
DB01248,CELL_DRUG,RH-41,1
DB01248,CELL_DRUG,SISO,1
DB01248,CELL_DRUG,SKN,1
DB01248,CELL_DRUG,SNU-398,1
DB01248,CELL_DRUG,TC-71,1
DB01248,CELL_DRUG,TOV-21G,1
DB01248,CELL_DRUG,SUP-B15,1
DB01248,CELL_DRUG,OCI-AML3,1
DB01248,CELL_DRUG,ASH-3,1
DB01248,CELL_DRUG,BICR10,1
DB01248,CELL_DRUG,CAL-29,1
DB01248,CELL_DRUG,CAL-78,1
DB01248,CELL_DRUG,CS1,1
DB01248,CELL_DRUG,DAN-G,1
DB01248,CELL_DRUG,NCI-H2369,1
DB01248,CELL_DRUG,NCI-H2461,1
DB01248,CELL_DRUG,NCI-H2795,1
DB01248,CELL_DRUG,NCI-H2818,1
DB01248,CELL_DRUG,HCC-78,1
DB01248,CELL_DRUG,ALL-SIL,1
DB01248,CELL_DRUG,AMO-1,1
DB01248,CELL_DRUG,COR-L95,1
DB01248,CELL_DRUG,DND-41,1
DB01248,CELL_DRUG,EJM,1
DB01248,CELL_DRUG,HeLa,1
DB01248,CELL_DRUG,HPAC,1
DB01248,CELL_DRUG,KMRC-1,1
DB01248,CELL_DRUG,KMRC-20,1
DB01248,CELL_DRUG,KP-1N,1
DB01248,CELL_DRUG,KP-2,1
DB01248,CELL_DRUG,KYSE-50,1
DB01248,CELL_DRUG,LC-1-sq,1
DB01248,CELL_DRUG,LOU-NH91,1
DB01248,CELL_DRUG,NCI-H1688,1
DB01248,CELL_DRUG,NCI-H1781,1
DB01248,CELL_DRUG,OCUM-1,1
DB01248,CELL_DRUG,OE21,1
DB01248,CELL_DRUG,OVTOKO,1
DB01248,CELL_DRUG,PANC-02-03,1
DB01248,CELL_DRUG,PA-TU-8902,1
DB01248,CELL_DRUG,PCI-30,1
DB01248,CELL_DRUG,PL4,1
DB01248,CELL_DRUG,RERF-LC-KJ,1
DB01248,CELL_DRUG,RERF-LC-Sq1,1
DB01248,CELL_DRUG,RKN,1
DB01248,CELL_DRUG,SKN-3,1
DB01248,CELL_DRUG,SW1271,1
DB01248,CELL_DRUG,T-T,1
DB01248,CELL_DRUG,TOV-112D,1
DB01248,CELL_DRUG,VCaP,1
DB01248,CELL_DRUG,WM1552C,1
DB01248,CELL_DRUG,WM35,1
DB01248,CELL_DRUG,WM793B,1
DB01248,CELL_DRUG,GA-10,1
DB01248,CELL_DRUG,GRANTA-519,1
DB01248,CELL_DRUG,CHSA8926,1
DB01248,CELL_DRUG,COR-L32,1
DB01248,CELL_DRUG,Hs-445,1
DB01248,CELL_DRUG,HSC-39,1
DB01248,CELL_DRUG,JJN-3,1
DB01248,CELL_DRUG,JSC-1,1
DB01248,CELL_DRUG,JURL-MK1,1
DB01248,CELL_DRUG,KARPAS-1106P,1
DB01248,CELL_DRUG,KARPAS-231,1
DB01248,CELL_DRUG,KARPAS-620,1
DB01248,CELL_DRUG,KCL-22,1
DB01248,CELL_DRUG,KOPN-8,1
DB01248,CELL_DRUG,L-1236,1
DB01248,CELL_DRUG,MOLM-13,1
DB01248,CELL_DRUG,MOLP-8,1
DB01248,CELL_DRUG,NCI-H1341,1
DB01248,CELL_DRUG,NCI-H1876,1
DB01248,CELL_DRUG,NCI-H2066,1
DB01248,CELL_DRUG,OCI-AML5,1
DB01248,CELL_DRUG,OCI-M1,1
DB01248,CELL_DRUG,P32-ISH,1
DB01248,CELL_DRUG,PWR-1E,1
DB01248,CELL_DRUG,RC-K8,1
DB01248,CELL_DRUG,SLVL,1
DB01248,CELL_DRUG,SU-DHL-10,1
DB01248,CELL_DRUG,SU-DHL-5,1
DB01248,CELL_DRUG,SU-DHL-6,1
DB01248,CELL_DRUG,SU-DHL-8,1
DB01248,CELL_DRUG,SUP-HD1,1
DB01248,CELL_DRUG,SUP-M2,1
DB01248,CELL_DRUG,TK,1
DB01248,CELL_DRUG,VAL,1
DB01248,CELL_DRUG,WIL2-NS,1
DB01248,CELL_DRUG,WSU-DLCL2,1
DB01248,CELL_DRUG,DOV13,1
DB01248,CELL_DRUG,Hey,1
DB01248,CELL_DRUG,PEO1,1
DB01248,CELL_DRUG,FLO-1,1
DB01248,CELL_DRUG,OACp4C,1
DB01248,CELL_DRUG,OACM5-1,1
DB01248,CELL_DRUG,SK-GT-2,1
DB01248,CELL_DRUG,SK-GT-4,1
DB01248,CELL_DRUG,ESO26,1
DB01248,CELL_DRUG,ESO51,1
DB01248,CELL_DRUG,EMC-BAC-2,1
DB01248,CELL_DRUG,TE-4,1
DB01248,CELL_DRUG,RCC-JW,1
DB01248,CELL_DRUG,MM1S,1
DB01248,CELL_DRUG,SNU-175,1
DB01248,CELL_DRUG,SNU-407,1
DB01248,CELL_DRUG,SNU-C5,1
DB01248,CELL_DRUG,DiFi,1
DB12340,CELL_DRUG,MDA-MB-330,1
DB12340,CELL_DRUG,GDM-1,1
DB12340,CELL_DRUG,DMS-53,1
DB12340,CELL_DRUG,LOUCY,1
DB12340,CELL_DRUG,NKM-1,1
DB12340,CELL_DRUG,BV-173,1
DB12340,CELL_DRUG,TGW,1
DB12340,CELL_DRUG,ALL-PO,1
DB12340,CELL_DRUG,SUP-B15,1
DB12340,CELL_DRUG,ME-1,1
DB04868,CELL_DRUG,K-562,1
DB04868,CELL_DRUG,EM-2,1
DB04868,CELL_DRUG,EoL-1-cell,1
DB04868,CELL_DRUG,KU812,1
DB04868,CELL_DRUG,LAMA-84,1
DB04868,CELL_DRUG,MEG-01,1
DB04868,CELL_DRUG,BV-173,1
DB04868,CELL_DRUG,CML-T1,1
DB04868,CELL_DRUG,ALL-SIL,1
DB04868,CELL_DRUG,KCL-22,1
DB08916,CELL_DRUG,EC-GI-10,1
DB08916,CELL_DRUG,COR-L105,1
DB08916,CELL_DRUG,NCI-N87,1
DB08916,CELL_DRUG,OE19,1
DB08916,CELL_DRUG,CAL-39,1
DB08916,CELL_DRUG,H3255,1
DB08916,CELL_DRUG,SK-GT-2,1
DB08916,CELL_DRUG,DiFi,1
DB08916,CELL_DRUG,HCC2218,1
DB08916,CELL_DRUG,MDA-MB-175-VII,1
DB08916,CELL_DRUG,UACC-893,1
DB02010,CELL_DRUG,MC-CAR,1
DB02010,CELL_DRUG,ES7,1
DB02010,CELL_DRUG,SK-ES-1,1
DB02010,CELL_DRUG,5637,1
DB02010,CELL_DRUG,C-4-I,1
DB02010,CELL_DRUG,42-MG-BA,1
DB02010,CELL_DRUG,8-MG-BA,1
DB02010,CELL_DRUG,A172,1
DB02010,CELL_DRUG,GB-1,1
DB02010,CELL_DRUG,T98G,1
DB02010,CELL_DRUG,COR-L23,1
DB02010,CELL_DRUG,NCI-H1648,1
DB02010,CELL_DRUG,NCI-H1650,1
DB02010,CELL_DRUG,NCI-H1693,1
DB02010,CELL_DRUG,NCI-H2170,1
DB02010,CELL_DRUG,COR-L311,1
DB02010,CELL_DRUG,NCI-H1048,1
DB02010,CELL_DRUG,NCI-H1417,1
DB02010,CELL_DRUG,NCI-H209,1
DB02010,CELL_DRUG,NCI-H446,1
DB02010,CELL_DRUG,NCI-H526,1
DB02010,CELL_DRUG,NCI-H64,1
DB02010,CELL_DRUG,SK-N-DZ,1
DB02010,CELL_DRUG,LU-135,1
DB02010,CELL_DRUG,NCI-H2122,1
DB02010,CELL_DRUG,NCI-H650,1
DB02010,CELL_DRUG,NCI-H929,1
DB02010,CELL_DRUG,NCI-H1299,1
DB02010,CELL_DRUG,NCI-H727,1
DB02010,CELL_DRUG,LU-65,1
DB02010,CELL_DRUG,NCI-H1792,1
DB02010,CELL_DRUG,SHP-77,1
DB02010,CELL_DRUG,NCI-H2009,1
DB02010,CELL_DRUG,HCC1395,1
DB02010,CELL_DRUG,HCC1599,1
DB02010,CELL_DRUG,HCC38,1
DB02010,CELL_DRUG,BB49-HNC,1
DB02010,CELL_DRUG,Ca9-22,1
DB02010,CELL_DRUG,CADO-ES1,1
DB02010,CELL_DRUG,CAL-33,1
DB02010,CELL_DRUG,CTV-1,1
DB02010,CELL_DRUG,EBC-1,1
DB02010,CELL_DRUG,EC-GI-10,1
DB02010,CELL_DRUG,EPLC-272H,1
DB02010,CELL_DRUG,HO-1-u-1,1
DB02010,CELL_DRUG,HSC-2,1
DB02010,CELL_DRUG,IM-9,1
DB02010,CELL_DRUG,IST-SL2,1
DB02010,CELL_DRUG,KYSE-520,1
DB02010,CELL_DRUG,LB831-BLC,1
DB02010,CELL_DRUG,LB996-RCC,1
DB02010,CELL_DRUG,LCLC-103H,1
DB02010,CELL_DRUG,LXF-289,1
DB02010,CELL_DRUG,PC-14,1
DB02010,CELL_DRUG,TE-15,1
DB02010,CELL_DRUG,KELLY,1
DB02010,CELL_DRUG,SIMA,1
DB02010,CELL_DRUG,TE-1,1
DB02010,CELL_DRUG,TE-8,1
DB02010,CELL_DRUG,HCT-116,1
DB02010,CELL_DRUG,HCT-15,1
DB02010,CELL_DRUG,786-0,1
DB02010,CELL_DRUG,A498,1
DB02010,CELL_DRUG,A549,1
DB02010,CELL_DRUG,BT-549,1
DB02010,CELL_DRUG,CCRF-CEM,1
DB02010,CELL_DRUG,Hs-578-T,1
DB02010,CELL_DRUG,MDA-MB-231,1
DB02010,CELL_DRUG,COLO-205,1
DB02010,CELL_DRUG,SW620,1
DB02010,CELL_DRUG,RPMI-8226,1
DB02010,CELL_DRUG,SR,1
DB02010,CELL_DRUG,NCI-H322M,1
DB02010,CELL_DRUG,IGROV-1,1
DB02010,CELL_DRUG,HCC2998,1
DB02010,CELL_DRUG,HOP-62,1
DB02010,CELL_DRUG,HOP-92,1
DB02010,CELL_DRUG,LOXIMVI,1
DB02010,CELL_DRUG,U251,1
DB02010,CELL_DRUG,SF539,1
DB02010,CELL_DRUG,SF268,1
DB02010,CELL_DRUG,KM12,1
DB02010,CELL_DRUG,OVCAR-8,1
DB02010,CELL_DRUG,BxPC-3,1
DB02010,CELL_DRUG,BHT-101,1
DB02010,CELL_DRUG,BE-13,1
DB02010,CELL_DRUG,ARH-77,1
DB02010,CELL_DRUG,AGS,1
DB02010,CELL_DRUG,647-V,1
DB02010,CELL_DRUG,697,1
DB02010,CELL_DRUG,A2780,1
DB02010,CELL_DRUG,CHP-212,1
DB02010,CELL_DRUG,Ca-Ski,1
DB02010,CELL_DRUG,CAL-72,1
DB02010,CELL_DRUG,CAL-62,1
DB02010,CELL_DRUG,Daudi,1
DB02010,CELL_DRUG,Daoy,1
DB02010,CELL_DRUG,D-283MED,1
DB02010,CELL_DRUG,DEL,1
DB02010,CELL_DRUG,Detroit562,1
DB02010,CELL_DRUG,DG-75,1
DB02010,CELL_DRUG,DK-MG,1
DB02010,CELL_DRUG,DU-4475,1
DB02010,CELL_DRUG,EM-2,1
DB02010,CELL_DRUG,EoL-1-cell,1
DB02010,CELL_DRUG,ETK-1,1
DB02010,CELL_DRUG,EVSA-T,1
DB02010,CELL_DRUG,GAMG,1
DB02010,CELL_DRUG,GDM-1,1
DB02010,CELL_DRUG,GI-1,1
DB02010,CELL_DRUG,GI-ME-N,1
DB02010,CELL_DRUG,GCT,1
DB02010,CELL_DRUG,ESS-1,1
DB02010,CELL_DRUG,H4,1
DB02010,CELL_DRUG,H9,1
DB02010,CELL_DRUG,HC-1,1
DB02010,CELL_DRUG,HCC1569,1
DB02010,CELL_DRUG,HCC1806,1
DB02010,CELL_DRUG,HCC70,1
DB02010,CELL_DRUG,HGC-27,1
DB02010,CELL_DRUG,HLE,1
DB02010,CELL_DRUG,HOS,1
DB02010,CELL_DRUG,HSC-3,1
DB02010,CELL_DRUG,HT-1080,1
DB02010,CELL_DRUG,HuCCT1,1
DB02010,CELL_DRUG,HuO9,1
DB02010,CELL_DRUG,IMR-5,1
DB02010,CELL_DRUG,IST-MES1,1
DB02010,CELL_DRUG,JiyoyeP-2003,1
DB02010,CELL_DRUG,JVM-2,1
DB02010,CELL_DRUG,JVM-3,1
DB02010,CELL_DRUG,KALS-1,1
DB02010,CELL_DRUG,KARPAS-45,1
DB02010,CELL_DRUG,KARPAS-299,1
DB02010,CELL_DRUG,KARPAS-422,1
DB02010,CELL_DRUG,KE-37,1
DB02010,CELL_DRUG,KG-1,1
DB02010,CELL_DRUG,KMOE-2,1
DB02010,CELL_DRUG,KMS-12-BM,1
DB02010,CELL_DRUG,HuP-T4,1
DB02010,CELL_DRUG,HT-115,1
DB02010,CELL_DRUG,GP5d,1
DB02010,CELL_DRUG,G-402,1
DB02010,CELL_DRUG,G-401,1
DB02010,CELL_DRUG,KY821,1
DB02010,CELL_DRUG,KU812,1
DB02010,CELL_DRUG,KU-19-19,1
DB02010,CELL_DRUG,KYSE-180,1
DB02010,CELL_DRUG,KYSE-270,1
DB02010,CELL_DRUG,L-540,1
DB02010,CELL_DRUG,LAMA-84,1
DB02010,CELL_DRUG,LC4-1,1
DB02010,CELL_DRUG,LOUCY,1
DB02010,CELL_DRUG,LoVo,1
DB02010,CELL_DRUG,LS-123,1
DB02010,CELL_DRUG,LS-411N,1
DB02010,CELL_DRUG,LU-99A,1
DB02010,CELL_DRUG,MDA-MB-468,1
DB02010,CELL_DRUG,MEG-01,1
DB02010,CELL_DRUG,MES-SA,1
DB02010,CELL_DRUG,MG-63,1
DB02010,CELL_DRUG,MHH-CALL-2,1
DB02010,CELL_DRUG,ML-2,1
DB02010,CELL_DRUG,MLMA,1
DB02010,CELL_DRUG,MOG-G-CCM,1
DB02010,CELL_DRUG,MOG-G-UVW,1
DB02010,CELL_DRUG,MOLT-13,1
DB02010,CELL_DRUG,MOLT-16,1
DB02010,CELL_DRUG,MONO-MAC-6,1
DB02010,CELL_DRUG,MPP-89,1
DB02010,CELL_DRUG,MRK-nu-1,1
DB02010,CELL_DRUG,MV-4-11,1
DB02010,CELL_DRUG,NALM-6,1
DB02010,CELL_DRUG,NB69,1
DB02010,CELL_DRUG,SNU-1,1
DB02010,CELL_DRUG,SNU-16,1
DB02010,CELL_DRUG,NH-12,1
DB02010,CELL_DRUG,NKM-1,1
DB02010,CELL_DRUG,NOMO-1,1
DB02010,CELL_DRUG,NTERA-2-cl-D1,1
DB02010,CELL_DRUG,NUGC-3,1
DB02010,CELL_DRUG,NCI-H747,1
DB02010,CELL_DRUG,NCI-H716,1
DB02010,CELL_DRUG,NCI-H596,1
DB02010,CELL_DRUG,NCI-H2452,1
DB02010,CELL_DRUG,NCI-H358,1
DB02010,CELL_DRUG,NCI-H1155,1
DB02010,CELL_DRUG,NCI-H1703,1
DB02010,CELL_DRUG,NCI-H1755,1
DB02010,CELL_DRUG,NCI-H1993,1
DB02010,CELL_DRUG,NCI-H524,1
DB02010,CELL_DRUG,OPM-2,1
DB02010,CELL_DRUG,P12-ICHIKAWA,1
DB02010,CELL_DRUG,P30-OHK,1
DB02010,CELL_DRUG,PA-1,1
DB02010,CELL_DRUG,OC-314,1
DB02010,CELL_DRUG,PF-382,1
DB02010,CELL_DRUG,Raji,1
DB02010,CELL_DRUG,RF-48,1
DB02010,CELL_DRUG,RPMI-6666,1
DB02010,CELL_DRUG,RPMI-8402,1
DB02010,CELL_DRUG,RS4-11,1
DB02010,CELL_DRUG,Saos-2,1
DB02010,CELL_DRUG,SJRH30,1
DB02010,CELL_DRUG,SJSA-1,1
DB02010,CELL_DRUG,SK-CO-1,1
DB02010,CELL_DRUG,SK-MES-1,1
DB02010,CELL_DRUG,SK-MG-1,1
DB02010,CELL_DRUG,SK-PN-DW,1
DB02010,CELL_DRUG,SNG-M,1
DB02010,CELL_DRUG,SNU-387,1
DB02010,CELL_DRUG,SNU-423,1
DB02010,CELL_DRUG,SNU-C2B,1
DB02010,CELL_DRUG,SUP-T1,1
DB02010,CELL_DRUG,SW13,1
DB02010,CELL_DRUG,SW1088,1
DB02010,CELL_DRUG,SW1710,1
DB02010,CELL_DRUG,SW1783,1
DB02010,CELL_DRUG,SW48,1
DB02010,CELL_DRUG,SW872,1
DB02010,CELL_DRUG,SW948,1
DB02010,CELL_DRUG,SW982,1
DB02010,CELL_DRUG,TGBC11TKB,1
DB02010,CELL_DRUG,TUR,1
DB02010,CELL_DRUG,U-2-OS,1
DB02010,CELL_DRUG,U-698-M,1
DB02010,CELL_DRUG,UMC-11,1
DB02010,CELL_DRUG,WSU-NHL,1
DB02010,CELL_DRUG,YH-13,1
DB02010,CELL_DRUG,RCC10RGB,1
DB02010,CELL_DRUG,KURAMOCHI,1
DB02010,CELL_DRUG,HuO-3N1,1
DB02010,CELL_DRUG,Ramos-2G6-4C10,1
DB02010,CELL_DRUG,RPMI-8866,1
DB02010,CELL_DRUG,PSN1,1
DB02010,CELL_DRUG,OAW-42,1
DB02010,CELL_DRUG,CGTH-W-1,1
DB02010,CELL_DRUG,ATN-1,1
DB02010,CELL_DRUG,CESS,1
DB02010,CELL_DRUG,BFTC-909,1
DB02010,CELL_DRUG,CA46,1
DB02010,CELL_DRUG,BALL-1,1
DB02010,CELL_DRUG,BL-41,1
DB02010,CELL_DRUG,BV-173,1
DB02010,CELL_DRUG,TGW,1
DB02010,CELL_DRUG,A204,1
DB02010,CELL_DRUG,NY,1
DB02010,CELL_DRUG,RPMI-7951,1
DB02010,CELL_DRUG,ST486,1
DB02010,CELL_DRUG,BC-1,1
DB02010,CELL_DRUG,A704,1
DB02010,CELL_DRUG,A101D,1
DB02010,CELL_DRUG,769-P,1
DB02010,CELL_DRUG,23132-87,1
DB02010,CELL_DRUG,BFTC-905,1
DB02010,CELL_DRUG,CAL-51,1
DB02010,CELL_DRUG,SCC-3,1
DB02010,CELL_DRUG,A4-Fuk,1
DB02010,CELL_DRUG,A3-KAW,1
DB02010,CELL_DRUG,DOK,1
DB02010,CELL_DRUG,COR-L279,1
DB02010,CELL_DRUG,CAS-1,1
DB02010,CELL_DRUG,ALL-PO,1
DB02010,CELL_DRUG,OCI-AML2,1
DB02010,CELL_DRUG,CML-T1,1
DB02010,CELL_DRUG,CAL-54,1
DB02010,CELL_DRUG,8505C,1
DB02010,CELL_DRUG,B-CPAP,1
DB02010,CELL_DRUG,BPH-1,1
DB02010,CELL_DRUG,CAL-39,1
DB02010,CELL_DRUG,CaR-1,1
DB02010,CELL_DRUG,HO-1-N-1,1
DB02010,CELL_DRUG,HTC-C3,1
DB02010,CELL_DRUG,KGN,1
DB02010,CELL_DRUG,K5,1
DB02010,CELL_DRUG,L-363,1
DB02010,CELL_DRUG,NCI-H1975,1
DB02010,CELL_DRUG,MFH-ino,1
DB02010,CELL_DRUG,NOS-1,1
DB02010,CELL_DRUG,PANC-03-27,1
DB02010,CELL_DRUG,RL95-2,1
DB02010,CELL_DRUG,SKG-IIIa,1
DB02010,CELL_DRUG,TE-6,1
DB02010,CELL_DRUG,TC-YIK,1
DB02010,CELL_DRUG,YT,1
DB02010,CELL_DRUG,D-263MG,1
DB02010,CELL_DRUG,D-392MG,1
DB02010,CELL_DRUG,M059J,1
DB02010,CELL_DRUG,HAL-01,1
DB02010,CELL_DRUG,ES8,1
DB02010,CELL_DRUG,ES1,1
DB02010,CELL_DRUG,EW-18,1
DB02010,CELL_DRUG,EW-22,1
DB02010,CELL_DRUG,NB14,1
DB02010,CELL_DRUG,Jurkat,1
DB02010,CELL_DRUG,BICR22,1
DB02010,CELL_DRUG,CL-40,1
DB02010,CELL_DRUG,ES-2,1
DB02010,CELL_DRUG,NCI-H2731,1
DB02010,CELL_DRUG,NCI-H3118,1
DB02010,CELL_DRUG,HARA,1
DB02010,CELL_DRUG,HCC-44,1
DB02010,CELL_DRUG,Hs-633T,1
DB02010,CELL_DRUG,IHH-4,1
DB02010,CELL_DRUG,IM-95,1
DB02010,CELL_DRUG,JHH-2,1
DB02010,CELL_DRUG,JHH-4,1
DB02010,CELL_DRUG,JHH-6,1
DB02010,CELL_DRUG,KYM-1,1
DB02010,CELL_DRUG,LN-18,1
DB02010,CELL_DRUG,LNZTA3WT4,1
DB02010,CELL_DRUG,MDST8,1
DB02010,CELL_DRUG,NCI-H1915,1
DB02010,CELL_DRUG,NCI-H211,1
DB02010,CELL_DRUG,NCI-H847,1
DB02010,CELL_DRUG,PA-TU-8988T,1
DB02010,CELL_DRUG,PL18,1
DB02010,CELL_DRUG,RERF-GC-1B,1
DB02010,CELL_DRUG,RH-41,1
DB02010,CELL_DRUG,SKN,1
DB02010,CELL_DRUG,SNU-182,1
DB02010,CELL_DRUG,SNU-398,1
DB02010,CELL_DRUG,TOV-21G,1
DB02010,CELL_DRUG,SUP-B15,1
DB02010,CELL_DRUG,OCI-AML3,1
DB02010,CELL_DRUG,ASH-3,1
DB02010,CELL_DRUG,BICR10,1
DB02010,CELL_DRUG,CAL-78,1
DB02010,CELL_DRUG,CS1,1
DB02010,CELL_DRUG,DAN-G,1
DB02010,CELL_DRUG,G-292-Clone-A141B1,1
DB02010,CELL_DRUG,NCI-H2795,1
DB02010,CELL_DRUG,HCC-78,1
DB02010,CELL_DRUG,HDQ-P1,1
DB02010,CELL_DRUG,ALL-SIL,1
DB02010,CELL_DRUG,AMO-1,1
DB02010,CELL_DRUG,DND-41,1
DB02010,CELL_DRUG,EJM,1
DB02010,CELL_DRUG,KMRC-1,1
DB02010,CELL_DRUG,KMRC-20,1
DB02010,CELL_DRUG,KP-2,1
DB02010,CELL_DRUG,LOU-NH91,1
DB02010,CELL_DRUG,OE21,1
DB02010,CELL_DRUG,PCI-30,1
DB02010,CELL_DRUG,PL4,1
DB02010,CELL_DRUG,RERF-LC-KJ,1
DB02010,CELL_DRUG,SAT,1
DB02010,CELL_DRUG,SKN-3,1
DB02010,CELL_DRUG,T-T,1
DB02010,CELL_DRUG,WM1552C,1
DB02010,CELL_DRUG,WM793B,1
DB02010,CELL_DRUG,GA-10,1
DB02010,CELL_DRUG,CHSA8926,1
DB02010,CELL_DRUG,COR-L32,1
DB02010,CELL_DRUG,Hs-445,1
DB02010,CELL_DRUG,HSC-39,1
DB02010,CELL_DRUG,JJN-3,1
DB02010,CELL_DRUG,JSC-1,1
DB02010,CELL_DRUG,JURL-MK1,1
DB02010,CELL_DRUG,KARPAS-1106P,1
DB02010,CELL_DRUG,KARPAS-231,1
DB02010,CELL_DRUG,KARPAS-620,1
DB02010,CELL_DRUG,KOPN-8,1
DB02010,CELL_DRUG,L-1236,1
DB02010,CELL_DRUG,MDA-MB-330,1
DB02010,CELL_DRUG,MOLM-13,1
DB02010,CELL_DRUG,MOLP-8,1
DB02010,CELL_DRUG,NCI-H1876,1
DB02010,CELL_DRUG,OCI-AML5,1
DB02010,CELL_DRUG,OCI-M1,1
DB02010,CELL_DRUG,P32-ISH,1
DB02010,CELL_DRUG,PWR-1E,1
DB02010,CELL_DRUG,SLVL,1
DB02010,CELL_DRUG,SU-DHL-10,1
DB02010,CELL_DRUG,SU-DHL-5,1
DB02010,CELL_DRUG,SU-DHL-6,1
DB02010,CELL_DRUG,SUP-M2,1
DB02010,CELL_DRUG,VAL,1
DB02010,CELL_DRUG,WIL2-NS,1
DB02010,CELL_DRUG,WSU-DLCL2,1
DB02010,CELL_DRUG,DOV13,1
DB02010,CELL_DRUG,Hey,1
DB02010,CELL_DRUG,FLO-1,1
DB02010,CELL_DRUG,OACp4C,1
DB02010,CELL_DRUG,SK-GT-2,1
DB02010,CELL_DRUG,EMC-BAC-2,1
DB02010,CELL_DRUG,TE-4,1
DB02010,CELL_DRUG,RCC-JW,1
DB02010,CELL_DRUG,MM1S,1
DB02010,CELL_DRUG,SNU-175,1
DB02010,CELL_DRUG,SNU-407,1
DB02010,CELL_DRUG,DiFi,1
DB05220,CELL_DRUG,LK-2,1
DB05220,CELL_DRUG,IM-9,1
DB05220,CELL_DRUG,SR,1
DB05220,CELL_DRUG,BE-13,1
DB05220,CELL_DRUG,697,1
DB05220,CELL_DRUG,DEL,1
DB05220,CELL_DRUG,DOHH-2,1
DB05220,CELL_DRUG,EM-2,1
DB05220,CELL_DRUG,EoL-1-cell,1
DB05220,CELL_DRUG,IMR-5,1
DB05220,CELL_DRUG,JVM-3,1
DB05220,CELL_DRUG,MOLT-16,1
DB05220,CELL_DRUG,MV-4-11,1
DB05220,CELL_DRUG,RS4-11,1
DB05220,CELL_DRUG,ATN-1,1
DB05220,CELL_DRUG,BV-173,1
DB05220,CELL_DRUG,A4-Fuk,1
DB05220,CELL_DRUG,ALL-PO,1
DB05220,CELL_DRUG,EW-18,1
DB05220,CELL_DRUG,NB10,1
DB05220,CELL_DRUG,NB14,1
DB05220,CELL_DRUG,AMO-1,1
DB05220,CELL_DRUG,MOLM-13,1
DB05220,CELL_DRUG,P32-ISH,1
DB05220,CELL_DRUG,SUP-M2,1
DB05220,CELL_DRUG,WIL2-NS,1
DB07101,CELL_DRUG,LU-65,1
DB07101,CELL_DRUG,CP66-MEL,1
DB07101,CELL_DRUG,IM-9,1
DB07101,CELL_DRUG,HL-60,1
DB07101,CELL_DRUG,COLO-205,1
DB07101,CELL_DRUG,HCC2998,1
DB07101,CELL_DRUG,M14,1
DB07101,CELL_DRUG,UACC-62,1
DB07101,CELL_DRUG,BHT-101,1
DB07101,CELL_DRUG,AGS,1
DB07101,CELL_DRUG,A375,1
DB07101,CELL_DRUG,COLO-679,1
DB07101,CELL_DRUG,CHP-212,1
DB07101,CELL_DRUG,C32,1
DB07101,CELL_DRUG,DU-4475,1
DB07101,CELL_DRUG,H9,1
DB07101,CELL_DRUG,HT-144,1
DB07101,CELL_DRUG,KMOE-2,1
DB07101,CELL_DRUG,KY821,1
DB07101,CELL_DRUG,KU812,1
DB07101,CELL_DRUG,LS-411N,1
